Global Property ID;Source Property ID;Global Property Name;Global Chain Code;Property Address 1;Property Address 2;Primary Airport Code;Property City Name;Property State/Province;Property Zip/Postal;Property Country Code;Property Phone Number;Property Fax Number;Sabre Property Rating;Property Latitude;Property Longitude;Source Group Code
100694160;84631;Holiday Inn Manaus;HI;Av. Rodrigo Otavio 3775.;;MAO;Manaus;AM;69073-177;BR;55-92-31820100;;3;-31.233;-599.817;SABRE_GDS
100611370;188881;Holiday Inn Belo Horizonte Savasssi;HI;Rua Prof. Morais 600;;CNF;Belo Horizonte;MG;30150-370;BR;55 31 3064 6555;55 31 3064 6555;4;-19.938.514;-43.931.541;SABRE_GDS
100201240;315996;San Marino Hotel;HQ;Avenida Getulio Vargas 3;;PNZ;Paulo Afonso;;48601-000;BR;5,57535E+11;5,57535E+11;3;-9.397.652;-38.219.472;SABRE_GDS
100201134;315945;Palace Hotel Primavera;HQ;Rua Santa Lucia 1208;;MGF;Nova Andradina;;79750-00;BR;5,56734E+11;5,56734E+11;-1;-22.251.363;-53.350.579;SABRE_GDS
100317030;351038;Prince Hotel;HQ;Rua Augusto Severo 154;;RAO;Ribeirao Preto;;14050-35;BR;5,51621E+11;5,51621E+11;3;-2.117.187;-4.781.428;SABRE_GDS
100128338;256748;Fortune Residence;HQ;Rua Haddock Lobo 804;;CGH;Sao Paulo;;01414-000;BR;5,51139E+11;5,51131E+11;03.May;-23.559;-46.663;SABRE_GDS
100687524;356190;Sauipe Premium;HQ;Rodovia Ba099 Km76;;SSA;Mata de Sao Joao;;48280000;BR;5,57135E+11;5,51127E+11;5;-12.439.454;-37.918.439;SABRE_GDS
100773609;322298;Pousada Do Lago;HQ;200 Avda Das Mangueiras;;GIG;Itatiaia;;275980000;BR;5,52434E+11;5,52434E+11;-1;-22.440.989;-44.522.361;SABRE_GDS
100274652;322763;Opala Regente Hotel;HQ;Rua Regente Feijo 1408;;VCP;Campinas;SP;13013-05;BR;5,51937E+11;5,51937E+11;-1;-2.290.225;-4.706.181;SABRE_GDS
100804315;251311;Iracema Residence Flat;HQ;Av Beira Mar 4050 - Mucuripe.;;FOR;Fortaleza;;60165-121;BR;5,5853E+11;5,5853E+11;-1;-3.723.348;-38.484.583;SABRE_GDS
100103013;373469;Pousada Mar Aberto;HQ;Alameda Das Flores 2 -;Floresta Nova;FEN;Fernando de Noronha;;53990-00;BR;5,58136E+11;5,58136E+11;3;-385.172;-3.242.277;SABRE_GDS
100500356;350892;Hotel La Fontaine;HQ;Rua Joao Monlevade 495;;CNF;Ipatinga;;35162-37;BR;5,53138E+11;5,53138E+11;03.May;-1.946.136;-425.585;SABRE_GDS
100509126;322039;Gonzaga Flat;HQ;Rua Jorge Tibirica 41;;CGH;Santos;;11055-25;BR;5,51321E+11;5,51321E+11;2;-2.396.932;-4.632.997;SABRE_GDS
100773515;321799;Olympia Hotel;HQ;Av Pedro Jose Cardoso 349 -.;Vila Paulista;CGH;Cubatao;;11500-00;BR;5,51334E+11;5,51334E+11;-1;-23.887.593;-46.423.856;SABRE_GDS
100200516;315640;Catuai;HQ;Avenida Castelo Branco 20507;;JPR;IndustrialCacoal;;76967-621;BR;5,56934E+11;5,56934E+11;03.May;-114.364;-6.145.947;SABRE_GDS
100525916;365067;Villa Real Hotel;HQ;Rua Francisco Machado De Souza;1135;JOI;Sao Francisco do Sul;;89240-000;BR;5,54735E+11;5,54735E+11;4;-262.303;-4.862.718;SABRE_GDS
100244166;340879;Hotel 10 Joinville;HQ;Rua Dona Francisca 7173;;JOI;Zona Industrial Nort;;89219-600;BR;5,54731E+11;5,54731E+11;3;-2.625.144;-4.887.413;SABRE_GDS
100201034;315899;Grande Hotel Amparo;HQ;Praca Monsenhor Joao Batista.;Lisboa 33;VCP;Amparo;;13900-08;BR;5,51938E+11;5,51938E+11;02.May;-2.270.144;-4.676.575;SABRE_GDS
100326456;379422;Apartamento Henrique Dumont;HQ;Henrique Dumont 85;;SDU;Rio de Janeiro;;22410-06;BR;5,52198E+11;5,52136E+11;-1;-2.298.392;-4.321.349;SABRE_GDS
100059200;192220;Pousada Dos Chas;HQ;Rua Francisco Gouvea 54;;FLN;Florianopolis;;88053-645;BR;5,54833E+11;5,54833E+11;3;-27.439;-48.485;SABRE_GDS
100382828;371644;Ville Hotel Gramadao;HQ;Avenida Jose Marao Filho 2794;;SJP;Votuporanga;;15502-045;BR;5,51734E+11;5,51734E+11;03.May;-2.040.444;-4.998.338;SABRE_GDS
100011715;376077;Hotel Locatelli;HQ;Rua Almirante Barroso 112;;CXJ;Lajeado;;95913-140;BR;5,55137E+11;5,55137E+11;3;-2.945.026;-5.196.659;SABRE_GDS
101086700;237944;Baoba Hotel;HQ;Av Independencia 3249;;SJK;Taubate;;12032-000;BR;5,51236E+11;5,51236E+11;3;-23.046;-45.595;SABRE_GDS
100687824;331303;Hotel Bernal;HQ;Rua Vinte 1052;;UDI;Ituiutaba;;38300074;BR;5,53433E+11;5,53433E+11;2;-1.897.286;-4.946.391;SABRE_GDS
100205131;382543;Pousada Porto Verde;HQ;Loteamento Recanto Porto De;Galinhas;REC;Ipojuca;;55590-00;BR;5,58136E+11;5,58136E+11;3;-850.935;-3.500.664;SABRE_GDS
100276131;341281;Alphapark Hotel;HQ;Avenida Alphaville Flamboyant;200;GYN;Goiania;GO;74884-527;BR;5,56233E+11;5,56233E+11;4;-1.670.448;-4.920.726;SABRE_GDS
100183579;320791;Pousada Reserva Penedo;HQ;Rua Alberto Joao Saad 99.;Centro - Penedo;GIG;Itatiaia;;27598-00;BR;5,52434E+11;5,52434E+11;4;-2.244.094;-4.451.952;SABRE_GDS
100058058;190145;Pousada Palmeiras;HQ;Rua Xarelete 17.;;NVT;Bombinhas;;88215-00;BR;5,54734E+11;31848834100;3;-2.714.772;-4.848.076;SABRE_GDS
100372098;373597;Petropolis Inn;HQ;Rua Vinte E Nove De Junho 491;;SDU;Petropolis;;25655-09;BR;5,52422E+11;5,52422E+11;3;-225.158;-4.319.371;SABRE_GDS
100058368;190633;Golden Star Hotel;HQ;Mariano Torres 135;;BFH;Curitiba;;80060-120;BR;5,54139E+11;5,54139E+11;3;-25.428;-49.264;SABRE_GDS
100200484;315625;Delcas Fast Hotel;HQ;R Manoel Dionisio Sobrinho 49s.;49-s;TSQ;Tangara da Serra;MT;78300-00;BR;55 65 3339-1900;55 65 3339-1900;-1;-14.623.394;-57.492.032;SABRE_GDS
100372690;360604;Maestro Premium Cascavel;HQ;Rua Mal Candido Rondon 2102;;CAC;Cascavel;PR;85901-070;BR;5,54533E+11;5,54533E+11;4;-2.495.602;-5.346.438;SABRE_GDS
100205342;318104;Hyatt Place Macae;HY;Avenida Atlantica 1300.;Cavaleiros;GIG;Macae;RJ;27920-390;BR;55 22 2200 1234;55 22 2200 1235;4;-2.239.834;-4.178.942;SABRE_GDS
100156116;281909;Grand Hyatt Rio De Janeiro;HY;Av. Lucio Costa 9600.;Barra Da Tijuca;GIG;Rio de Janeiro;RJ;22795-007;BR;55-21-37966872;55-21-37971200;5;-2.301.055;-4.337.161;SABRE_GDS
100368385;314405;Jw Marriott Hotel Sao Paulo;MC;Av Das Nacoes Unidas 14 401;;GRU;Sao Paulo;SP;04794-000;BR;55-11-2526-0100;55-11-2526-0101;5;-23.624.996;-46.706.937;SABRE_GDS
100570250;52540;Innside Sao Paulo Itaim;ME;Rua Jesuino Arruda 806;;CGH;Sao Paulo;;04532-082;BR;55-11-37044400;55-11-3704 4401;4;-2.358.301;-4.667.818;SABRE_GDS
102619835;607153;Oyo Hotel L Espace Jaragua;OY;R.boaventura 231;Sao Francisco;PLU;Belo Horizonte;MG;30110039;BR;55-11-54710400;;-1;-19.869.854;-43.950.032;SABRE_GDS
102683857;607576;Oyo Hotel Lindoia Petropolis;OY;53 Rua Marechal;Floriano Peixoto;SDU;Petropolis;RJ;25610-081;BR;55-11-54710400;62-800-6967666;-1;-22.506.673;-43.168.958;SABRE_GDS
102326719;606967;Oyo Pousada Parana Cuiaba;OY;970 Rua Oslo Despraiado;;CGB;Cuiaba;MT;78048000;BR;55-11-5043-7185;;02.May;-1.557.726;-56.090.166;SABRE_GDS
100611950;216460;Quality Inn And Suites Brasilia;QI;Lote 02 Tencho 03.;Setor De Mutiplas Atividades;BSB;Brasilia;DF;71215-300;BR;55-61-2196-6090;55-61-2196-6090;4;-1.583.622;-479.516;SABRE_GDS
100204826;318028;Ramada Encore Sao Paulo;RA;Avenida Tiradentes 826;;CGH;Sao Paulo;SP;01102;BR;55-11-47500100;11-4005-1006;03.May;-2.352.853;-466.311;SABRE_GDS
100201900;316330;Novotel Sorocaba;RT;Av Prof Izoraida Marques Peres.;770;VCP;SOROCABA;SP;18048110;BR;55-015-35001850;;4;-2.353.142;-4.746.496;SABRE_GDS
100397782;56036;Ibis Navegantes Itajai;RT;R. Vereador Abrahao J F 587;;NVT;ITAJAI;SC;88302101;BR;55-47-32496800;55-47-32496801;3;-2.691.435;-486.573;SABRE_GDS
101045070;387892;Ibis Ribeirão Preto Vila Do Golf;RT;Av Luiz Eduardo Tol Prado 780;;RAO;RIBEIRAO PRETO;AC;14027250;BR;0;0;3;-212.351;-4.783.672;SABRE_GDS
100024986;144258;Mercure Rj Nova Iguacu;RT;Av Doutor Mario Guimaraes 520;;GIG;NOVA IGUACU;RJ;26255230;BR;55-21-32578500;55-21-32578539;03.May;-22.759.087;-43.457.027;SABRE_GDS
100077692;21622;Ibis Sao Paulo Expo;RT;Rua Eduardo Viana 163.;;CGH;SAO PAULO;SP;01133040;BR;55-11-33937300;55-11-33937374;3;-2.351.883;-4.665.456;SABRE_GDS
100390022;50840;Mercure Camboriu;RT;Av Atlantica 2010.;Balneario Camboriu;NVT;BALNEARIO CAMBORIU;SC;88330012;BR;55-47-30569500;55-47-30569500;3;-2.698.749;-4.863.255;SABRE_GDS
100621648;317729;Ibis Styles Tres Rios;RT;Rua Quinze De Novembro-340.;340;GIG;TRES RIOS;RJ;25804000;BR;55-08007037000;55-08007037000;3;-2.211.559;-4.321.171;SABRE_GDS
100156932;282415;Ibis Rj Nova America;RT;Av Pstr Martin Luther King Jr.;126;GIG;RIO DE JANEIRO;RJ;20765-630;BR;55-21 3282-2300;55-21 3184-6162;3;-2.288.026;-4.326.938;SABRE_GDS
100597276;108660;Ibis Styles Belem Batista Campos;RT;Travessa Presidente Pernambuco.;Belem;BEL;BELEM;PA;66015200;BR;55-9133422121;;3;-145.805;-4.849.193;SABRE_GDS
100403044;59534;Ibis Goiania;RT;Rua 21 No 154.;;GYN;GOIANIA;GO;74120120;BR;55-62-27656050;55-62-27656051;3;-1.669.036;-4.926.298;SABRE_GDS
100182414;305001;Ibis Arapiraca;RT;R Expedicionarios Brasileiros.;145 A;MCZ;ARAPIRACA;AC;57300590;BR;55-82-34825600;55-82-34825600;3;-974.879;-3.666.363;SABRE_GDS
101073902;600464;Ibis Styles Maceio Pajucara;RT;Av Doutor Antonio Gouveia 1020;;MCZ;MACEIO;AL;57030170;BR;55 11 99347 3750;;-1;-966.594;-3.571.125;SABRE_GDS
100185348;307068;Ibis Santos Valongo;RT;Rua Alexandre Gusmao;;SSZ;SANTOS;SP;11010320;BR;13-33289300;13-33289300;3;-23.931.257;-46.338.025;SABRE_GDS
100192568;311436;Ibis Styles Parauapebas;RT;Rod Pa 275;;CKS;PARAUAPEBAS;PA;68515000;BR;55-9433116000;55-9433116000;3;-6.078.058;-49.886.783;SABRE_GDS
100655739;325021;Ibis Styles Itauna;RT;Rua Silvio De Matos 177;Bairro Cerqueira Lima;CNF;ITAUNA;MG;35680360;BR;55-8007037000;;3;-200.756;-4.458.498;SABRE_GDS
100397534;55872;Mercure Sao Paulo Vila Olimpia Hotel;RT;Rua Santa Justina 210;;GRU;SAO PAULO;SP;04545041;BR;55-11-30896222;55-11-30896243;4;-2.359.492;-4.667.539;SABRE_GDS
100044300;174277;Ibis Sertaozinho;RT;Rua Fioravante Sicchieri 100;Esquina Com Jordao Borghetti;GRU;SERTAOZINHO;SP;14179560;BR;55-16-21059191;55-16-21059191;3;-2.114.732;-479.915;SABRE_GDS
100065070;204074;Ibis Foz Do Iguacu;RT;Rua Almirante Barroso 866;Centro;IGU;FOZ DO IGUACU;PR;85851010;BR;55-45-34223300;55-45-34223314;3;-2.554.789;-5.458.511;SABRE_GDS
100397816;56054;Ibis Manaus Distrito Industrial;RT;Avenida Mandii 04.;;MAO;Manaus;;69075-140;BR;55-92-21236234;55-92-36136235;02.May;-312.897;-5.998.268;SABRE_GDS
102251007;390573;Ibis Caucaia Porto Do Pecém;RT;Rodovia Estruturante Ce 085;Km 27 Grilo;FOR;Caucaia;CE;61637012;BR;5,58522E+11;0;3;-364.233;-3.881.947;SABRE_GDS
100212850;35037;Ibis Styles Curitiba Centro Civico;RT;Rua Mateus Leme 358.;;CWB;CURITIBA;PR;80510190;BR;55-41-33240469;55-41-33233404;3;-2.542.485;-4.927.136;SABRE_GDS
102959525;615029;Ibis Votuporanga;RT;Avenida Nasser Marao 3773;Saint Cosmas;SJP;VOTUPORANGA;AC;15504000;BR;5,51111E+13;;-1;-2.041.322;-49.960.353;SABRE_GDS
100388178;389513;Ibis Uberlandia;RT;Avenida Joao Naves De Avila;1590 A;UDI;UBERLANDIA;MG;38408100;BR;5,53433E+11;5,53433E+11;3;-1.891.253;-4.825.941;SABRE_GDS
100219568;39211;Ibis Ribeirao Preto Shopping;RT;Av. Braz Olaia Acosta 691.;;RAO;RIBEIRAO PRETO;SP;14026040;BR;55-16-21012950;55-16-21012959;3;-2.121.599;-4.782.298;SABRE_GDS
100163746;286560;Ibis Guarapuava;RT;Av Prof Laura P Bastos 413;;CWB;GUARAPUAVA;PR;85010000;BR;55 11 99347-3750;;4;-2.538.475;-5.145.154;SABRE_GDS
102960251;614743;The Westin Sao Paulo;WI;Rua Ibiate 86;Sao Paulo Brazil 04530 040;GRU;Sao Paulo;SP;04530 040;BR;55-11-3512-5200;;-1;-23.584.645;-46.671.601;SABRE_GDS
101009885;327587;Vivence Suítes Hotel Palmas;WV;Quadra 201sul Rua Nsa Lote13;Conj 01 Plano Diretor;PMW;Palmas;AC;77015200;BR;55-63-32155550;55-63-32155551;3;-10.249.091;-48.324.286;SABRE_GDS
100605716;285197;Portobay Buzios;WV;Rua Dos Coqueiros10 Brava;;BZC;Buzios;AC;28950-400;BR;55 21 23911800;55-22-2623-5293;4;-2.274.696;-4.197.416;SABRE_GDS
100408792;322285;Janeiro Hotel;WV;Avenida Delfim Moreira 696;;SDU;Rio de Janeiro;RJ;22431-000;BR;55-21-21721001;55-21-21721001;04.May;-2.298.856;-4.322.752;SABRE_GDS
100566062;15192;Wyndham Rio Barra;WY;Av Lucio Costa 3150;Barra Da Tijuca;GIG;Rio de Janeiro;RJ;22630-010;BR;55 21 3139-8000;00 00 0000-0000;03.May;-2.301.124;-4.332.672;SABRE_GDS
100526396;40670;Wyndham Sao Paulo Ibirapuera;WY;Av Ibirapuera 2927;;CGH;Sao Paulo;SP;04029-200;BR;55-11-50912330;55-11-50912330;03.May;-23.609.074;-46.666.229;SABRE_GDS
100677646;139170;Wyndham Foz Do Iguacu;WY;Rui Barbosa 394 Centro;Centro;IGU;Foz do Iguacu;;85851 170;BR;5,5453E+11;5,5453E+11;4;-2.553.825;-5.458.901;SABRE_GDS
102543625;605720;Wyndham Salvador;WY;13223 Luis Viana Filho Ave;;SSA;Salvador;AC;41500-300;BR;55-0800-5558844;;4;-1.291.996;-3.835.493;SABRE_GDS
100561952;165579;Windsor Copa Hotel;YX;Av Nossa Senhora De 335;Copacabana;GIG;Rio de Janeiro;RJ;22020-002;BR;55-21-21955300;55-21-21955330;3;-2.296.707;-4.318.014;SABRE_GDS
100254737;226346;Pousada Pedra Da Ilha;YX;Rua Abraao Francisco 46.;;NVT;Penha;;88385000;BR;55-47-33450542;55-47-33450542;3;-2.677.229;-4.865.881;SABRE_GDS
100804065;308112;Zii Hotel Pouso Alegre;YX;Rodovia Br 459 Km 107.;;GRU;Pouso Alegre;MG;37550-000;BR;55-35-34273380;55-35-34273380;3;-22.242.825;-45.855.973;SABRE_GDS
100310696;349232;Letto Hotel Flores Da Cunha;YX;Rua John Kennedy No 1031;Sao Jose;CXJ;Flores da Cunha;RS;95270-000;BR;55-051-40424346;55-051-40424346;4;-2.902.903;-5.116.875;SABRE_GDS
100580630;313901;Blue Tree Premium Manaus;YX;Av Umberto Calderaro Filho 817;Adrianopolis;MAO;MANAUS;AM;69057021;BR;55-92-33032000;55-92-33032000;03.May;-31.102;-6.001.043;SABRE_GDS
100682960;315857;Hotel Wz Jardins;YX;Av Reboucas 955;;GRU;Sao Paulo;;05401-100;BR;55-11-30690000;55-11-30690000;4;-2.355.985;-4.667.105;SABRE_GDS
100603220;210529;Intercity Marinas Joao Pessoa;YX;Av Cabo Branco 1116 .;;JPA;JOAO PESSOA;PB;58045010;BR;55-83-30488888;55-83-30488888;-1;-712.345;-3.482.391;SABRE_GDS
100641168;321744;Porto Seguro Eco Bahia Hotel;YX;Rua Antonio Ricaldir 177;Centro Historico;BPS;Porto Seguro;BA;45810000;BR;55-73-32882318;55-73-32882318;3;-1.659.454;-3.910.065;SABRE_GDS
100685952;86343;Brisamar Hotel Sao Luis;YX;Av Sao Marcos 12.;;SLZ;Sao Luis;MA;65077-310;BR;55-98-23121212;55-98-32359177;3;-2.491.092;-44.305.359;SABRE_GDS
100204408;317589;Laghetto Stilo Barra Rio;YX;Rua Marcelo Roberto 65;.;GIG;Rio de Janeiro;RJ;22630190;BR;55-21-3509-9000;55-21-35099000;03.May;-2.300.943;-4.335.318;SABRE_GDS
100526400;82020;Transamerica Classic - Opera;YX;Alameda Lorena 1748;;GRU;SAO PAULO;;01424-002;BR;55-11-30622666;55-11-55471171;03.May;-2.356.244;-4.666.743;SABRE_GDS
100272580;428308;All Inn Sorocaba;YX;Avenida Engenheiro Carlos;Reinaldo Mendes 3541;VCP;Sorocaba;SP;18013-280;BR;55-15-30321400;55-15-30321400;4;-2.346.952;-4.742.396;SABRE_GDS
100515204;142308;Hotel Express Maua;YX;Rua Julio De Castilhos 342;Centro;POA;Porto Alegre;RS;90030-130;BR;55-51-30291000;55-51-30291000;3;-3.002.521;-5.122.371;SABRE_GDS
100025552;144825;Barra Do Piuva Porto Hotel;YX;Av Brasil 1140;.;GRU;Ilha Bela;;11630;BR;55-12-38949415;55-12-38949427;4;-2.382.781;-4.538.534;SABRE_GDS
100048338;1792;Hotel Fasano Boa Vista;YX;Rodovia Castello Branco;Km 102.5;GRU;Porto Feliz;SP;18540000;BR;55-15-32619900;55-15-32619901;5;-2.333.879;-4.754.132;SABRE_GDS
100604352;18523;Windsor Excelsior Hotel;YX;Avenida Atlantica 1800;Copacabana;SDU;Rio de Janeiro;RJ;22021-030;BR;055-21-21955800;055-22-22571850;4;-2.296.809;-431.796;SABRE_GDS
102260065;324431;Hotel Contemporaneo;YX;Avenida Royal Palm Plaza 180;Avenida Royal Palm Plaza 180;VCP;CAMPINAS;SP;13051092;BR;55-19-21172200;55-19-21172200;4;-2.293.816;-470.731;SABRE_GDS
100178018;296297;Naoum Hotel;YX;Shs Qd 03 Bloco J.;;BSB;BRASILIA;DF;70322905;BR;55-61-32124545;55-61-32124549;03.May;-15.794.207;-47.888.824;SABRE_GDS
100298588;323288;Ville Celestine Hotel;YX;Rua Guaicui 596;Bairro Luxemburgo;CNF;Belo Horizonte;MG;30380342;BR;55-31-36149900;55-31-361499000;03.May;-1.994.734;-4.395.447;SABRE_GDS
100566906;28574;Estanplaza Berrini;YX;853 Engenheiro Luis Carlos Ber;;GRU;SAO PAULO;SP;04571-010;BR;55-11-55098900;55-11-5509-8909;4;-23.604;-4.669.222;SABRE_GDS
100391782;52029;Deville Prime Porto Alegre;YX;Av Dos Estados 1909;;POA;Porto Alegre;RS;90200-001;BR;55-51-33735000;55-41-32194007;04.May;-2.998.055;-5.117.916;SABRE_GDS
100424358;77155;Hotel Deville Business Maringa;YX;Av Herval 26;Centro;MGF;Maringa;;87013-110;BR;55-44-32216700;55-44-32216725;4;-2.342.694;-5.194.308;SABRE_GDS
100086342;225902;Deville Prime Campo Grande;YX;Avenida Mato Grosso 4250.;Caranda Bosque;CGR;Campo Grande;MS;79002232;BR;55-67-21064600;55-67-21064610;5;-2.044.834;-5.457.247;SABRE_GDS
100184392;30631;Hotel Deville Express Cascavel;YX;Br 277 Km 588;.;CAC;Cascavel;;85803-650;BR;55-45-32273030;55-45-32272190;3;-2.497.621;-5.345.935;SABRE_GDS
100157057;394125;Voa Pousada Agua Eterna;YX;Rua Coronel Francisco Nogueira;Patrimonio Sao Joao Batista;SJP;OlImpia;SP;15400 000;BR;55-17-32816145;55-17-32816145;3;-2.074.022;-489.131;SABRE_GDS
100079036;218249;Hotel Dan Inn Sorocaba;YX;Av Dr Afonso Vergueiro 1850;Vila Casanova;CPQ;Sorocaba;SP;18040-00;BR;55-15-34125100;55-15-34125100;3;-2.349.726;-4.746.887;SABRE_GDS
100016219;323363;Mardan Hotel;YX;Rua Rio Azul 115;.;CKS;PARAUAPEBAS;PA;68515000;BR;55-94-33111020;55-94-33111021;3;-607.521;-4.988.803;SABRE_GDS
100814707;41233;Hotel Deville Express Curitiba;YX;Rua Amintas De Barros 73.;;CWB;Curitiba;;80060-205;BR;55-41-33228558;55-41-33228558;-1;-2.542.777;-4.926.556;SABRE_GDS
100647106;309378;Hope Town Inn And Marina;WV;Hope Town .;;MHH;Abaco;;0000;BS;1-242-3660003;1-242-3660003;4;26.537.994;-76.962.109;SABRE_GDS
100191196;31069;Sandyport Beach Resort;XT;1 N Sandyport Dr West Bay St.;;NAS;Nassau;;00000;BS;1-242-3274279;1-242-3275612;03.May;25.076.442;-77.429.233;SABRE_GDS
102853745;611446;Lemon Tree Resort Thimphu Bhutan;UI;Hankuna Taba;;PBH;Thimphu;;11001;BT;975-87-904 47892;;-1;27.505.617;89.646.835;SABRE_GDS
100082576;221323;Town Lodge Gaborone;CG;Airport Junction Shopping Cent.;;GBE;Gaborone;;1676;BW;267-316-0490;267-316-1390;02.May;-24.606.312;25.929.049;SABRE_GDS
100198556;314548;Indaba Lodge Hotel Gaborone;FG;1 Tlokweng Road;;GBE;Gaborone;;00000;BW;267-399-9500;267-399-9501;3;-2.467.253;2.592.455;SABRE_GDS
100758517;322748;Room50two;OK;Western Commercial Road;;GBE;Gaborone;;0000;BW;267-397-5557;;3;-24.656;2.590.158;SABRE_GDS
100798953;166684;Protea Hotel Gaboron Masa Square;PR;Masa Square New Cbd;Cnr 1st And Qestern Avenue;GBE;Gaborone;;09267;BW;267-3-159954;267-3-3915713;3;-24.655.319;25.908.728;SABRE_GDS
100188312;309014;Doubletree By Hilton Minsk;HL;9 Pobediteley Avenue;;MSQ;Minsk;;;BY;375-17-309 80 00;375-17-309 80 01;04.May;5.390.851;27.548.917;SABRE_GDS
100183588;305698;Minsk Marriott Hotel;MC;20 Pobediteley Avenue.;;MHP;Minsk;;220020;BY;375-17-2793000;375-17-2793100;5;53.933.731;27.508.774;SABRE_GDS
100271525;381250;Agat Hotel;ST;Karbyshava 25;Pervomaysky;MSQ;MINSK;;220119;BY;00375-17-3699936;00375-17-2678427;3;53.889.288;28.034.196;SABRE_GDS
100085688;392667;Beijing Hotel Minsk;WV;36 Krasnoarmeyskaya Street;;MSQ;Minsk;;220030;BY;375-17-3297777;375-17-3297777;4;53.900.601;27.558.972;SABRE_GDS
100194976;312729;Byg Hotel;YX;2 Lenina Street;;BQT;Brest;;224005;BY;375-162-209059;375-162599992;-1;5.209.705;2.368.156;SABRE_GDS
102467405;608384;The Watermark Hotel;GD;1-4 Mile;North Of The Bridge;SPR;San Pedro;;00000;BZ;501-855-2033011;;4;17.921.225;-87.961.365;SABRE_GDS
100141160;26668;Ramada Belize City Princess;RA;Newtown Barracks Kings Park;Kings Park;BZE;Belize City;;00000;BZ;501-2232670;501-2232660;3;1.750.525;-8.818.833;SABRE_GDS
100145346;270959;Almond Beach Resort At Jaguar Reef;WV;Sittee Point Road.;Hopkins;BZE;Stann Creek;;00000;BZ;501-822-3851;501-822-3851;3;16.965.353;-88.220.615;SABRE_GDS
100187716;308590;Beausejour Hotel Appartements 4;AC;440 Roy Avenue;;YUL;DORVAL;QC;H9S3E1;CA;1 514 576 3370;1 514 636 5002;1;4.544.694;-7.374.852;SABRE_GDS
100251216;416694;La Cache A Maxime;AC;265 Rue Drouin;;YQB;SCOTT;QC;G0S 3G0;CA;1 418 387 5060;;4;46.505.513;-71.056.024;SABRE_GDS
100020392;137821;Hotel Chez Swann;AC;1444 Rue Drummond;;YUL;MONTREAL;QC;H3G 1V9;CA;15.148.427.070;18.663.632.444;4;45.499.407;-73.575.903;SABRE_GDS
100168592;612171;Hotel Baie Saint Paul;AC;8 Chemin Du Golf;;YML;BAIE SAINT PAUL;QC;G3Z 1X6;CA;1 418 435 3683;;3;47.440.736;-70.519.575;SABRE_GDS
100181626;388368;L Empress;AC;360 Montee Industrielle;Et Commerciale;YBG;RIMOUSKI;QC;G5M 1X1;CA;001 418 723 6944;;3;48.458.014;-68.496.953;SABRE_GDS
100312806;383001;Du Parc;AC;167 Rue Bosse;;YQB;SAGUENAY;QC;G7J 1L5;CA;1 418 543 0003;;01.May;48.424.429;-7.107.442;SABRE_GDS
100368272;476852;Continental;AC;932 3e Avenue;;YVO;Val-dOr;QC;J9P 1T3;CA;1 800 567 6477;1 819 824 1321;3;48.103.763;-7.779.065;SABRE_GDS
100078736;217956;Auberge Des Gallant Restaurant And Spa;AC;1171 Chemin Saint-henri;;YUL;SAINTE MARTHE;QC;J0P 1W0;CA;1 450 459 4241;1 450 459 4667;4;45.433.706;-7.433.577;SABRE_GDS
100245084;389440;Hotel And Spa Carre Saint Louis;AC;3470 Rue Saint Denis;;YUL;MONTREAL;QC;H2X3L3;CA;001 51 49 82 93 07;;3;45.517.356;-73.568.741;SABRE_GDS
100144248;27015;Auberge Le Pomerol;AC;819 Boul De Maisonneuve;East;YUL;Montreal;QC;H2L 1Y7;CA;1 514 526 5511;1-514-523 0143;3;45.516.393;-73.560.096;SABRE_GDS
100336578;605989;Espace 4 Saisons;AC;4940 Chemin Du Parc;;YUL;ORFORD;QC;J1X 7N9;CA;1 877 768 1110;;4;45.311.052;-72.206.348;SABRE_GDS
100043502;171275;Aloft Calgary University;AL;2359 Banff Trail Nw;;YYC;Calgary;AB;T2M4L2;CA;1-403-2891973;1-403-2821241;3;510.704;-114.115.294;SABRE_GDS
100185866;307496;Soho Residences Champagne;BC;111 Champagne Ave S;;YOW;Ottawa;ON;K1S 5V3;CA;1-613-4223485;;4;45.398.597;-7.571.114;SABRE_GDS
100178170;296443;Renaissance Montreal Downtown Hotel;BR;1250 Boulevard Robert- Bourass;;YUL;Montreal;QC;H3B 3B8;CA;1-514-6575000;1-514-6575001;4;45.502.693;-73.569.377;SABRE_GDS
100075322;21346;Cbvis Castlegar;BV;1935 Columbia Avenue;;YCG;Castlegar;BC;V1N 2W8;CA;1-250-3652177;1-205-3653877;2;49.297.137;-117.654.893;SABRE_GDS
100015592;127900;Cbvis Charlottetown;BV;20 Capital Drive;;YYG;Charlottetown;PE;C1E 1E7;CA;1-902-8922481;1-902-3683247;3;46.265.686;-63.151.629;SABRE_GDS
100006808;110694;Cbvi Prince George;BV;1630 Central Street East;;YXS;Prince George;BC;V2M 3C2;CA;1-250-5633671;1-250-5637594;02.May;53.909.918;-12.278.118;SABRE_GDS
100029032;149085;Best Western Maple Ridge Hotel;BW;21650 Lougheed Highway;;YVR;Maple Ridge;BC;V2X 2S1;CA;1-604-467-1511;1-604-467-1532;3;49.216.997;-122.621.632;SABRE_GDS
